year,rank,track_name,artist,source_url,scraped_at
2019,75,Baby Shark,Pinkfong,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,76,My Type,Saweetie,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,77,Worth It,YK Osiris,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,78,Only Human,Jonas Brothers,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,79,Knockin' Boots,Luke Bryan,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,80,Trip,Ella Mai,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,81,Rumor,Lee Brice,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,82,Swervin,A Boogie wit da Hoodie featuring 6ix9ine,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,83,How Do You Sleep?,Sam Smith,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,84,Baby,Lil Baby and DaBaby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,85,Look What God Gave Her,Thomas Rhett,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,86,Good as You,Kane Brown,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,87,Clout,Offset featuring Cardi B,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,88,Love Lies,Khalid and Normani,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,89,One Thing Right,Marshmello and Kane Brown,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,90,Cash Shit,Megan Thee Stallion featuring DaBaby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,91,Tequila,Dan + Shay,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,92,Shotta Flow,NLE Choppa,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,93,Hot Girl Summer,Megan Thee Stallion featuring Nicki Minaj and Ty Dolla Sign,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,94,Talk You Out of It,Florida Georgia Line,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,95,Beautiful,Bazzi featuring Camila Cabello,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,96,Eyes on You,Chase Rice,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,97,All to Myself,Dan + Shay,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,98,Boyfriend,Ariana Grande and Social House,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,99,Walk Me Home,Pink,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2019,100,Robbery,Juice Wrld,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2019,2026-06-13T17:20:59+00:00
2020,1,Blinding Lights,The Weeknd,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,2,Circles,Post Malone,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,3,The Box,Roddy Ricch,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,4,Don't Start Now,Dua Lipa,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,5,Rockstar,DaBaby featuring Roddy Ricch,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,6,Adore You,Harry Styles,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,7,Life Is Good,Future featuring Drake,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,8,Memories,Maroon 5,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,9,The Bones,Maren Morris,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,10,Someone You Loved,Lewis Capaldi,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,11,Say So,Doja Cat,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,12,I Hope,Gabby Barrett featuring Charlie Puth,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,13,Whats Poppin,"Jack Harlow featuring DaBaby , Tory Lanez and Lil Wayne",https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,14,Dance Monkey,Tones and I,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,15,Savage,Megan Thee Stallion featuring Beyoncé,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,16,Roxanne,Arizona Zervas,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,17,Intentions,Justin Bieber featuring Quavo,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,18,Everything I Wanted,Billie Eilish,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,19,Roses (Imanbek remix),Saint Jhn,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,20,Watermelon Sugar,Harry Styles,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,21,Before You Go,Lewis Capaldi,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,22,Falling,Trevor Daniel,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,23,"10,000 Hours",Dan + Shay and Justin Bieber,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,24,WAP,Cardi B featuring Megan Thee Stallion,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,25,Ballin',Mustard and Roddy Ricch,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,26,Hot Girl Bummer,Blackbear,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,27,Blueberry Faygo,Lil Mosey,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,28,Heartless,The Weeknd,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,29,Bop,DaBaby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,30,Lose You to Love Me,Selena Gomez,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,31,Good as Hell,Lizzo,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,32,Toosie Slide,Drake,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,33,Break My Heart,Dua Lipa,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,34,Chasin' You,Morgan Wallen,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,35,Savage Love (Laxed – Siren Beat),Jawsh 685 and Jason Derulo,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,36,No Guidance,Chris Brown featuring Drake,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,37,My Oh My,Camila Cabello featuring DaBaby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,38,Dynamite,BTS,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,39,Go Crazy,Chris Brown and Young Thug,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,40,High Fashion,Roddy Ricch featuring Mustard,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,41,Laugh Now Cry Later,Drake featuring Lil Durk,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,42,Woah,Lil Baby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,43,Death Bed,Powfu featuring Beabadoobee,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,44,Señorita,Shawn Mendes and Camila Cabello,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,45,Highest in the Room,Travis Scott,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,46,Bad Guy,Billie Eilish,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,47,Mood,24kGoldn featuring Iann Dior,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,48,Rain on Me,Lady Gaga and Ariana Grande,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,49,For the Night,Pop Smoke featuring Lil Baby and DaBaby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,50,Ritmo (Bad Boys for Life),Black Eyed Peas and J Balvin,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,51,Heart on Ice,Rod Wave,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,52,Nobody but You,Blake Shelton and Gwen Stefani,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,53,Trampoline,Shaed,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,54,Come & Go,Juice Wrld and Marshmello,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,55,Truth Hurts,Lizzo,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,56,If the World Was Ending,JP Saxe featuring Julia Michaels,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,57,We Paid,Lil Baby and 42 Dugg,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,58,Yummy,Justin Bieber,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,59,One Man Band,Old Dominion,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,60,Got What I Got,Jason Aldean,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,61,Sunday Best,Surfaces,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,62,Godzilla,Eminem featuring Juice Wrld,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,63,Bandit,Juice Wrld and YoungBoy Never Broke Again,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,64,Party Girl,StaySolidRocky,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,65,Die from a Broken Heart,Maddie & Tae,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,66,Popstar,DJ Khaled featuring Drake,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,67,All I Want for Christmas Is You,Mariah Carey,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,68,One of Them Girls,Lee Brice,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,69,Hard to Forget,Sam Hunt,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,70,One Margarita,Luke Bryan,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,71,Panini,Lil Nas X,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,72,Hot,Young Thug featuring Gunna,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,73,I Hope You're Happy Now,Carly Pearce and Lee Brice,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,74,Emotionally Scarred,Lil Baby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,75,Suicidal,YNW Melly featuring Juice Wrld,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,76,The Bigger Picture,Lil Baby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,77,Only Human,Jonas Brothers,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,78,The Woo,Pop Smoke featuring 50 Cent and Roddy Ricch,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,79,Sum 2 Prove,Lil Baby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,80,Stuck with U,Ariana Grande and Justin Bieber,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,81,Mood Swings,Pop Smoke featuring Lil Tjay,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,82,You Should Be Sad,Halsey,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,83,Dior,Pop Smoke,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,84,Supalonely,Benee featuring Gus Dapperton,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,85,Even Though I'm Leaving,Luke Combs,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,86,The Scotts,The Scotts ( Travis Scott and Kid Cudi ),https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,87,Juicy,Doja Cat and Tyga,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,88,Be Like That,"Kane Brown , Swae Lee and Khalid",https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,89,Homesick,Kane Brown,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,90,Rags2Riches,Rod Wave featuring ATR Son Son,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,91,Bluebird,Miranda Lambert,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,92,Wishing Well,Juice Wrld,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,93,Does to Me,Luke Combs featuring Eric Church,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,94,Pussy Fairy (OTW),Jhené Aiko,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,95,ILY (I Love You Baby),Surf Mesa featuring Emilee,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,96,More Than My Hometown,Morgan Wallen,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,97,Lovin' on You,Luke Combs,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,98,Said Sum,Moneybagg Yo,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,99,Slide,H.E.R. featuring YG,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2020,100,Walk Em Down,NLE Choppa featuring Roddy Ricch,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2020,2026-06-13T17:20:59+00:00
2021,1,Levitating,Dua Lipa,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,2,Save Your Tears,The Weeknd and Ariana Grande,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,3,Blinding Lights,The Weeknd,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,4,Mood,24kGoldn featuring Iann Dior,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,5,Good 4 U,Olivia Rodrigo,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,6,Kiss Me More,Doja Cat featuring SZA,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,7,Leave the Door Open,Silk Sonic ( Bruno Mars and Anderson .Paak ),https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,8,Drivers License,Olivia Rodrigo,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,9,Montero (Call Me by Your Name),Lil Nas X,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,10,Peaches,Justin Bieber featuring Daniel Caesar and Giveon,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,11,Butter,BTS,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,12,Stay,The Kid Laroi and Justin Bieber,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,13,Deja Vu,Olivia Rodrigo,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,14,Positions,Ariana Grande,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,15,Bad Habits,Ed Sheeran,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,16,Heat Waves,Glass Animals,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,17,Without You,The Kid Laroi,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,18,Forever After All,Luke Combs,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,19,Go Crazy,Chris Brown and Young Thug,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,20,Astronaut in the Ocean,Masked Wolf,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,21,34+35,Ariana Grande featuring Doja Cat and Megan Thee Stallion,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,22,What You Know Bout Love,Pop Smoke,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,23,My Ex's Best Friend,Machine Gun Kelly featuring Blackbear,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,24,Industry Baby,Lil Nas X and Jack Harlow,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,25,Therefore I Am,Billie Eilish,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,26,Up,Cardi B,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,27,Fancy Like,Walker Hayes,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,28,Dakiti,Bad Bunny and Jhay Cortez,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,29,Best Friend,Saweetie featuring Doja Cat,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,30,Rapstar,Polo G,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,31,Heartbreak Anniversary,Giveon,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,32,For the Night,Pop Smoke featuring Lil Baby and DaBaby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,33,Calling My Phone,Lil Tjay and 6lack,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,34,Beautiful Mistakes,Maroon 5 featuring Megan Thee Stallion,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,35,Holy,Justin Bieber featuring Chance the Rapper,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,36,On Me,Lil Baby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,37,You Broke Me First,Tate McRae,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,38,Traitor,Olivia Rodrigo,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,39,Back in Blood,Pooh Shiesty featuring Lil Durk,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,40,I Hope,Gabby Barrett featuring Charlie Puth,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,41,Dynamite,BTS,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,42,Wockesha,Moneybagg Yo,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,43,You Right,Doja Cat and the Weeknd,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,44,"Beat Box 2 "" / "" Beat Box 3",SpotemGottem featuring Pooh Shiesty / SpotemGottem featuring DaBaby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,45,Laugh Now Cry Later,Drake featuring Lil Durk,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,46,Need to Know,Doja Cat,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
2021,47,Wants and Needs,Drake featuring Lil Baby,https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2021,2026-06-13T17:21:00+00:00
